ID,Property URL,MLS ID,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,ExactResult,FormattedAddress,Coordinates,No,LR
2892,https://www.zillow.com/homedetails/6816-N-35th-Ave-N-I-Phoenix-AZ-85017/2064143000_zpid/,,165000,9/28/2022,728.0,sqft,226.65,2.2,acres,2.0,1.0,6816 N 35th Ave N #I,Phoenix,85017,AZ,USA,1,"6816 N 35th Ave N #I, Phoenix, AZ, 85017",Match,Non_Exact,"6816 N 35TH AVE, PHOENIX, AZ, 85017","-112.13438544330273,33.53693056135563",128301845.0,L
2893,https://www.zillow.com/homedetails/6816-N-35th-Ave-N-G-Phoenix-AZ-85017/2067121971_zpid/,,165000,10/5/2021,987.0,sqft,167.17,1164.0,sqft,2.0,2.0,6816 N 35th Ave N #G,Phoenix,85017,AZ,USA,1,"6816 N 35th Ave N #G, Phoenix, AZ, 85017",Match,Non_Exact,"6816 N 35TH AVE, PHOENIX, AZ, 85017","-112.13438544330273,33.53693056135563",128301845.0,L
2894,https://www.zillow.com/homedetails/4410-E-Wood-St-Phoenix-AZ-85040/7557282_zpid/,,165550,7/18/2022,792.0,sqft,209.03,1456.0,sqft,2.0,1.0,4410 E Wood St,Phoenix,85040,AZ,USA,1,"4410 E Wood St, Phoenix, AZ, 85040",Match,Exact,"4410 E WOOD ST, PHOENIX, AZ, 85040","-111.98650112244167,33.40857417951719",128224667.0,L
2895,https://www.zillow.com/homedetails/1545-E-Sahuaro-Dr-APT-7-Phoenix-AZ-85020/7785444_zpid/,,166000,7/30/2021,984.0,sqft,168.7,7.0,acres,2.0,2.0,1545 E Sahuaro Dr APT 7,Phoenix,85020,AZ,USA,1,"1545 E Sahuaro Dr APT 7, Phoenix, AZ, 85020",Match,Exact,"1545 E SAHUARO DR, PHOENIX, AZ, 85020","-112.048403699728,33.58436456736507",652689157.0,R
2896,https://www.zillow.com/homedetails/17633-N-Lindner-Dr-Glendale-AZ-85308/7950502_zpid/,,166500,4/5/2021,1256.0,sqft,132.56,2090.0,sqft,2.0,2.0,17633 N Lindner Dr,Glendale,85308,AZ,USA,1,"17633 N Lindner Dr, Glendale, AZ, 85308",Match,Exact,"17633 N LINDNER DR, GLENDALE, AZ, 85308","-112.1677946011149,33.64651990593711",128395770.0,R
2897,https://www.zillow.com/homedetails/3428-W-Echo-Ln-Phoenix-AZ-85051/7751681_zpid/,,167000,8/3/2021,1008.0,sqft,165.67,939.0,sqft,3.0,2.0,3428 W Echo Ln,Phoenix,85051,AZ,USA,1,"3428 W Echo Ln, Phoenix, AZ, 85051",Match,Exact,"3428 W ECHO LN, PHOENIX, AZ, 85051","-112.13329242276973,33.5598911665607",128282073.0,R
2898,https://www.zillow.com/homedetails/3405-W-Danbury-Dr-APT-D224-Phoenix-AZ-85053/2124907437_zpid/,,167000,3/22/2021,1077.0,sqft,155.06,1120.0,sqft,2.0,2.0,3405 W Danbury Dr APT D224,Phoenix,85053,AZ,USA,1,"3405 W Danbury Dr APT D224, Phoenix, AZ, 85053",Match,Exact,"3405 W DANBURY DR, PHOENIX, AZ, 85053","-112.13235484845046,33.64222947073745",128280717.0,L
2899,https://www.zillow.com/homedetails/6816-N-35th-Ave-N-Phoenix-AZ-85017/7761602_zpid/,,167500,7/26/2022,987.0,sqft,169.71,1164.0,sqft,2.0,2.0,6816 N 35th Ave N,Phoenix,85017,AZ,USA,1,"6816 N 35th Ave N, Phoenix, AZ, 85017",Match,Non_Exact,"6816 N 35TH AVE, PHOENIX, AZ, 85017","-112.13438544330273,33.53693056135563",128301845.0,L
2900,https://www.zillow.com/homedetails/9007-W-Elm-St-UNIT-5-Phoenix-AZ-85037/7484718_zpid/,,167900,9/13/2021,976.0,sqft,172.03,1237.0,sqft,2.0,2.0,9007 W Elm St UNIT 5,Phoenix,85037,AZ,USA,1,"9007 W Elm St UNIT 5, Phoenix, AZ, 85037",Match,Exact,"9007 W ELM ST, PHOENIX, AZ, 85037","-112.25264174623607,33.50824608399586",128421241.0,R
2901,https://www.zillow.com/homedetails/4631-E-Wood-St-Phoenix-AZ-85040/7556807_zpid/,,168000,3/22/2022,1008.0,sqft,166.67,1280.0,sqft,3.0,2.0,4631 E Wood St,Phoenix,85040,AZ,USA,1,"4631 E Wood St, Phoenix, AZ, 85040",Match,Exact,"4631 E WOOD ST, PHOENIX, AZ, 85040","-111.98126389050009,33.408344256790826",128224716.0,R
2902,https://www.zillow.com/homedetails/7127-W-Hazelwood-St-Phoenix-AZ-85033/7710596_zpid/,,168000,8/12/2021,1050.0,sqft,160.0,1498.0,sqft,3.0,1.0,7127 W Hazelwood St,Phoenix,85033,AZ,USA,1,"7127 W Hazelwood St, Phoenix, AZ, 85033",Match,Exact,"7127 W HAZELWOOD ST, PHOENIX, AZ, 85033","-112.212743673599,33.50508231007427",244030736.0,R
2903,https://www.zillow.com/homedetails/4901-E-Kelton-Ln-UNIT-1040-Scottsdale-AZ-85254/8020526_zpid/,,168000,4/9/2021,560.0,sqft,300.0,249.0,sqft,1.0,1.0,4901 E Kelton Ln UNIT 1040,Scottsdale,85254,AZ,USA,1,"4901 E Kelton Ln UNIT 1040, Scottsdale, AZ, 85254",Match,Exact,"4901 E KELTON LN, SCOTTSDALE, AZ, 85254","-111.9761974480785,33.637971857217735",128927594.0,L
2904,https://www.zillow.com/homedetails/2941-N-19th-Ave-UNIT-88-Phoenix-AZ-85015/7518806_zpid/,,168500,2/24/2022,648.0,sqft,260.03,778.0,sqft,1.0,1.0,2941 N 19th Ave UNIT 88,Phoenix,85015,AZ,USA,1,"2941 N 19th Ave UNIT 88, Phoenix, AZ, 85015",Match,Exact,"2941 N 19TH AVE, PHOENIX, AZ, 85015","-112.0998976519075,33.481135819889744",128210974.0,R
2905,https://www.zillow.com/homedetails/2802-E-Beck-Ln-UNIT-1-Phoenix-AZ-85032/8007370_zpid/,,168500,4/8/2021,870.0,sqft,193.68,730.0,sqft,2.0,2.0,2802 E Beck Ln UNIT 1,Phoenix,85032,AZ,USA,1,"2802 E Beck Ln UNIT 1, Phoenix, AZ, 85032",Match,Exact,"2802 E BECK LN, PHOENIX, AZ, 85032","-112.02197476867696,33.62782315145432",128383217.0,L
2906,https://www.zillow.com/homedetails/9009-W-Elm-St-UNIT-2-Phoenix-AZ-85037/7484763_zpid/,,169000,8/20/2021,803.0,sqft,210.46,1024.0,sqft,2.0,2.0,9009 W Elm St UNIT 2,Phoenix,85037,AZ,USA,1,"9009 W Elm St UNIT 2, Phoenix, AZ, 85037",Match,Exact,"9009 W ELM ST, PHOENIX, AZ, 85037","-112.25273440250595,33.50814687361532",128426886.0,R
2907,https://www.zillow.com/homedetails/4405-E-Wood-St-Phoenix-AZ-85040/7557303_zpid/,,169000,4/5/2022,1016.0,sqft,166.34,814.0,sqft,2.0,2.0,4405 E Wood St,Phoenix,85040,AZ,USA,1,"4405 E Wood St, Phoenix, AZ, 85040",Match,Exact,"4405 E WOOD ST, PHOENIX, AZ, 85040","-111.98667640361975,33.408459588144865",128224667.0,R
2908,https://www.zillow.com/homedetails/3228-W-Glendale-Ave-APT-162-Phoenix-AZ-85051/2134488846_zpid/,,169000,8/13/2021,1270.0,sqft,133.07,998.0,sqft,3.0,2.0,3228 W Glendale Ave APT 162,Phoenix,85051,AZ,USA,1,"3228 W Glendale Ave APT 162, Phoenix, AZ, 85051",Match,Exact,"3228 W GLENDALE AVE, PHOENIX, AZ, 85051","-112.12897727607526,33.53858816922883",128422173.0,R
2909,https://www.zillow.com/homedetails/1845-W-Marlette-Ave-Phoenix-AZ-85015/7774138_zpid/,,169600,4/14/2022,1178.0,sqft,143.97,2779.0,sqft,,2.33,1845 W Marlette Ave,Phoenix,85015,AZ,USA,1,"1845 W Marlette Ave, Phoenix, AZ, 85015",Match,Exact,"1845 W MARLETTE AVE, PHOENIX, AZ, 85015","-112.09835803959663,33.52915800507441",128302338.0,L
2910,https://www.zillow.com/homedetails/2132-W-Glenrosa-Ave-UNIT-82C-Phoenix-AZ-85015/7767534_zpid/,,169999,8/2/2023,960.0,sqft,177.08,339.0,sqft,2.0,1.5,2132 W Glenrosa Ave UNIT 82C,Phoenix,85015,AZ,USA,1,"2132 W Glenrosa Ave UNIT 82C, Phoenix, AZ, 85015",Match,Exact,"2132 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.10544731446078,33.49870017342096",128588509.0,R
2911,https://www.zillow.com/homedetails/4820-N-89th-Ave-UNIT-90-Phoenix-AZ-85037/7480657_zpid/,,170000,9/17/2021,803.0,sqft,211.71,818.0,sqft,2.0,2.0,4820 N 89th Ave UNIT 90,Phoenix,85037,AZ,USA,1,"4820 N 89th Ave UNIT 90, Phoenix, AZ, 85037",Match,Exact,"4820 N 89TH AVE, PHOENIX, AZ, 85037","-112.25081615724207,33.50707838574277",128170429.0,L
2912,https://www.zillow.com/homedetails/9023-W-Elm-St-UNIT-2-Phoenix-AZ-85037/7484842_zpid/,,170000,8/6/2021,803.0,sqft,211.71,1028.0,sqft,2.0,2.0,9023 W Elm St UNIT 2,Phoenix,85037,AZ,USA,1,"9023 W Elm St UNIT 2, Phoenix, AZ, 85037",Match,Exact,"9023 W ELM ST, PHOENIX, AZ, 85037","-112.25379609676264,33.5072460288132",128426886.0,R
2913,https://www.zillow.com/homedetails/9017-W-Elm-St-UNIT-5-Phoenix-AZ-85037/7484845_zpid/,,170000,8/31/2021,976.0,sqft,174.18,1259.0,sqft,2.0,2.0,9017 W Elm St UNIT 5,Phoenix,85037,AZ,USA,1,"9017 W Elm St UNIT 5, Phoenix, AZ, 85037",Match,Exact,"9017 W ELM ST, PHOENIX, AZ, 85037","-112.2533403591168,33.507631020156396",128426886.0,R
2914,https://www.zillow.com/homedetails/3645-N-69th-Ave-UNIT-105-Phoenix-AZ-85033/7485193_zpid/,,170000,1/17/2023,700.0,sqft,242.86,1912.0,sqft,2.0,1.0,3645 N 69th Ave UNIT 105,Phoenix,85033,AZ,USA,1,"3645 N 69th Ave UNIT 105, Phoenix, AZ, 85033",Match,Exact,"3645 N 69TH AVE, PHOENIX, AZ, 85033","-112.20750125113744,33.48956202263133",128194101.0,L
2915,https://www.zillow.com/homedetails/6711-W-Osborn-Rd-UNIT-161-Phoenix-AZ-85033/7485701_zpid/,,170000,4/22/2022,950.0,sqft,178.95,1259.0,sqft,,1.0,6711 W Osborn Rd UNIT 161,Phoenix,85033,AZ,USA,1,"6711 W Osborn Rd UNIT 161, Phoenix, AZ, 85033",Match,Exact,"6711 W OSBORN RD, PHOENIX, AZ, 85033","-112.20542349544104,33.4870671465942",128832034.0,L
2916,https://www.zillow.com/homedetails/3351-N-69th-Dr-UNIT-15-Phoenix-AZ-85033/7485936_zpid/,,170000,12/23/2021,840.0,sqft,202.38,1346.0,sqft,2.0,1.0,3351 N 69th Dr UNIT 15,Phoenix,85033,AZ,USA,1,"3351 N 69th Dr UNIT 15, Phoenix, AZ, 85033",Match,Exact,"3351 N 69TH DR, PHOENIX, AZ, 85033","-112.20951725292008,33.486720563090216",128917034.0,L
2917,https://www.zillow.com/homedetails/5434-W-Lynwood-St-Phoenix-AZ-85043/7496271_zpid/,,170000,6/28/2022,900.0,sqft,188.89,772.0,sqft,2.0,1.0,5434 W Lynwood St,Phoenix,85043,AZ,USA,1,"5434 W Lynwood St, Phoenix, AZ, 85043",Match,Exact,"5434 W LYNWOOD ST, PHOENIX, AZ, 85043","-112.17734845234105,33.465553181695725",653178243.0,R
2918,https://www.zillow.com/homedetails/5434-W-Belleview-St-Phoenix-AZ-85043/7496319_zpid/,,170000,7/5/2023,972.0,sqft,174.9,965.0,sqft,3.0,1.0,5434 W Belleview St,Phoenix,85043,AZ,USA,1,"5434 W Belleview St, Phoenix, AZ, 85043",Match,Exact,"5434 W BELLEVIEW ST, PHOENIX, AZ, 85043","-112.1768063313263,33.46380416941457",128948792.0,R
2919,https://www.zillow.com/homedetails/5414-W-Belleview-St-Phoenix-AZ-85043/7496327_zpid/,,170000,7/25/2022,972.0,sqft,174.9,914.0,sqft,3.0,1.0,5414 W Belleview St,Phoenix,85043,AZ,USA,1,"5414 W Belleview St, Phoenix, AZ, 85043",Match,Exact,"5414 W BELLEVIEW ST, PHOENIX, AZ, 85043","-112.17660520604363,33.46380331898001",128948792.0,R
2920,https://www.zillow.com/homedetails/1428-N-53rd-Ave-Phoenix-AZ-85043/7496353_zpid/,,170000,1/19/2024,924.0,sqft,183.98,816.0,sqft,2.0,2.0,1428 N 53rd Ave,Phoenix,85043,AZ,USA,1,"1428 N 53rd Ave, Phoenix, AZ, 85043",Match,Exact,"1428 N 53RD AVE, PHOENIX, AZ, 85043","-112.17545658017508,33.464114914345316",128365623.0,L
2921,https://www.zillow.com/homedetails/5236-W-Willetta-St-Phoenix-AZ-85043/7496407_zpid/,,170000,8/1/2022,1035.0,sqft,164.25,894.0,sqft,2.0,2.0,5236 W Willetta St,Phoenix,85043,AZ,USA,1,"5236 W Willetta St, Phoenix, AZ, 85043",Match,Exact,"5236 W WILLETTA ST, PHOENIX, AZ, 85043","-112.17431482677341,33.46439218169485",128391141.0,R
2922,https://www.zillow.com/homedetails/5248-W-Lynwood-St-Phoenix-AZ-85043/7496444_zpid/,,170000,11/4/2022,924.0,sqft,183.98,797.0,sqft,2.0,1.0,5248 W Lynwood St,Phoenix,85043,AZ,USA,1,"5248 W Lynwood St, Phoenix, AZ, 85043",Match,Exact,"5248 W LYNWOOD ST, PHOENIX, AZ, 85043","-112.17438840400342,33.4655487564894",128365548.0,R
2923,https://www.zillow.com/homedetails/4625-W-Thomas-Rd-UNIT-96-Phoenix-AZ-85031/7499443_zpid/,,170000,1/11/2022,1026.0,sqft,165.69,2400.0,sqft,3.0,2.0,4625 W Thomas Rd UNIT 96,Phoenix,85031,AZ,USA,1,"4625 W Thomas Rd UNIT 96, Phoenix, AZ, 85031",Match,Exact,"4625 W THOMAS RD, PHOENIX, AZ, 85031","-112.1586387420511,33.48044276078218",128201082.0,L
2924,https://www.zillow.com/homedetails/3411-N-39th-Ave-Phoenix-AZ-85019/7508960_zpid/,,170000,5/5/2021,1223.0,sqft,139.0,3363.0,sqft,2.0,2.0,3411 N 39th Ave,Phoenix,85019,AZ,USA,1,"3411 N 39th Ave, Phoenix, AZ, 85019",Match,Exact,"3411 N 39TH AVE, PHOENIX, AZ, 85019","-112.14287881075137,33.488061183215734",128199151.0,R
2925,https://www.zillow.com/homedetails/357-E-Thomas-Rd-UNIT-A112-Phoenix-AZ-85012/7536285_zpid/,,170000,9/10/2021,754.0,sqft,225.46,644.0,sqft,1.0,1.0,357 E Thomas Rd UNIT A112,Phoenix,85012,AZ,USA,1,"357 E Thomas Rd UNIT A112, Phoenix, AZ, 85012",Match,Exact,"357 E THOMAS RD, PHOENIX, AZ, 85012","-112.06879443719538,33.480168915092975",128212948.0,R
2926,https://www.zillow.com/homedetails/4523-E-Wood-St-Phoenix-AZ-85040/7556953_zpid/,,170000,3/23/2023,1008.0,sqft,168.65,962.0,sqft,3.0,1.0,4523 E Wood St,Phoenix,85040,AZ,USA,1,"4523 E Wood St, Phoenix, AZ, 85040",Match,Exact,"4523 E WOOD ST, PHOENIX, AZ, 85040","-111.98343861030025,33.40839658798512",128355931.0,R
2927,https://www.zillow.com/homedetails/4015-S-44th-Way-Phoenix-AZ-85040/7557059_zpid/,,170000,1/13/2023,924.0,sqft,183.98,814.0,sqft,2.0,1.0,4015 S 44th Way,Phoenix,85040,AZ,USA,1,"4015 S 44th Way, Phoenix, AZ, 85040",Match,Exact,"4015 S 44TH WAY, PHOENIX, AZ, 85040","-111.98468386323782,33.41004688352251",128784411.0,L
2928,https://www.zillow.com/homedetails/4022-S-44th-St-Phoenix-AZ-85040/7557248_zpid/,,170000,3/30/2023,1090.0,sqft,155.96,962.0,sqft,3.0,2.0,4022 S 44th St,Phoenix,85040,AZ,USA,1,"4022 S 44th St, Phoenix, AZ, 85040",Match,Exact,"4022 S 44TH ST, PHOENIX, AZ, 85040","-111.98655363957653,33.41029802239433",128834004.0,R
2929,https://www.zillow.com/homedetails/4767-E-Belleview-St-Phoenix-AZ-85008/7559683_zpid/,,170000,6/15/2023,968.0,sqft,175.62,395.0,sqft,2.0,1.0,4767 E Belleview St,Phoenix,85008,AZ,USA,1,"4767 E Belleview St, Phoenix, AZ, 85008",Match,Exact,"4767 E BELLEVIEW ST, PHOENIX, AZ, 85008","-111.98050764328457,33.461229437334396",651762524.0,L
2930,https://www.zillow.com/homedetails/6911-W-Devonshire-Ave-UNIT-1269-Phoenix-AZ-85033/7712001_zpid/,,170000,10/19/2022,1216.0,sqft,139.8,1016.0,sqft,3.0,2.0,6911 W Devonshire Ave UNIT 1269,Phoenix,85033,AZ,USA,1,"6911 W Devonshire Ave UNIT 1269, Phoenix, AZ, 85033",Match,Exact,"6911 W DEVONSHIRE AVE, PHOENIX, AZ, 85033","-112.20806068225238,33.496840589021815",128419061.0,R
2931,https://www.zillow.com/homedetails/4545-N-67th-Ave-UNIT-1429-Phoenix-AZ-85033/7712529_zpid/,,170000,3/16/2023,769.0,sqft,221.07,715.0,sqft,1.0,1.0,4545 N 67th Ave UNIT 1429,Phoenix,85033,AZ,USA,1,"4545 N 67th Ave UNIT 1429, Phoenix, AZ, 85033",Match,Exact,"4545 N 67TH AVE, PHOENIX, AZ, 85033","-112.2031173791471,33.502641599981246",128194646.0,R
2932,https://www.zillow.com/homedetails/4545-N-67th-Ave-UNIT-1430-Phoenix-AZ-85033/7712530_zpid/,,170000,6/25/2021,1247.0,sqft,136.33,788.0,sqft,2.0,2.0,4545 N 67th Ave UNIT 1430,Phoenix,85033,AZ,USA,1,"4545 N 67th Ave UNIT 1430, Phoenix, AZ, 85033",Match,Exact,"4545 N 67TH AVE, PHOENIX, AZ, 85033","-112.2031173791471,33.502641599981246",128194646.0,R
2933,https://www.zillow.com/homedetails/5241-N-42nd-Dr-Phoenix-AZ-85019/7721870_zpid/,,170000,3/4/2022,924.0,sqft,183.98,916.0,sqft,2.0,1.0,5241 N 42nd Dr,Phoenix,85019,AZ,USA,1,"5241 N 42nd Dr, Phoenix, AZ, 85019",Match,Exact,"5241 N 42ND DR, PHOENIX, AZ, 85019","-112.15008666451581,33.51412029094428",128198622.0,R
2934,https://www.zillow.com/homedetails/12445-N-21st-Ave-UNIT-31-Phoenix-AZ-85029/7739063_zpid/,,170000,7/6/2023,1043.0,sqft,162.99,451.0,sqft,2.0,2.0,12445 N 21st Ave UNIT 31,Phoenix,85029,AZ,USA,1,"12445 N 21st Ave UNIT 31, Phoenix, AZ, 85029",Match,Exact,"12445 N 21ST AVE, PHOENIX, AZ, 85029","-112.10372667555515,33.59977915958393",128961635.0,R
2935,https://www.zillow.com/homedetails/3420-W-El-Caminito-Dr-Phoenix-AZ-85051/7751620_zpid/,,170000,10/18/2021,792.0,sqft,214.65,1412.0,sqft,2.0,1.0,3420 W El Caminito Dr,Phoenix,85051,AZ,USA,1,"3420 W El Caminito Dr, Phoenix, AZ, 85051",Match,Exact,"3420 W EL CAMINITO DR, PHOENIX, AZ, 85051","-112.13345060573334,33.55860719899857",128264557.0,L
2936,https://www.zillow.com/homedetails/3228-W-Glendale-Ave-APT-148-Phoenix-AZ-85051/7757060_zpid/,,170000,8/20/2021,1060.0,sqft,160.38,1060.0,sqft,2.0,2.0,3228 W Glendale Ave APT 148,Phoenix,85051,AZ,USA,1,"3228 W Glendale Ave APT 148, Phoenix, AZ, 85051",Match,Exact,"3228 W GLENDALE AVE, PHOENIX, AZ, 85051","-112.12897727607526,33.53858816922883",128422173.0,R
2937,https://www.zillow.com/homedetails/2724-W-McLellan-Blvd-UNIT-104-Phoenix-AZ-85017/7759643_zpid/,,170000,10/12/2021,986.0,sqft,172.41,1067.0,sqft,2.0,2.0,2724 W McLellan Blvd UNIT 104,Phoenix,85017,AZ,USA,1,"2724 W McLellan Blvd UNIT 104, Phoenix, AZ, 85017",Match,Exact,"2724 W MCLELLAN BLVD, PHOENIX, AZ, 85017","-112.11723498350545,33.53317916934742",128426739.0,R
2938,https://www.zillow.com/homedetails/4737-N-21st-Ave-Phoenix-AZ-85015/7765652_zpid/,,170000,3/31/2021,1260.0,sqft,134.92,2605.0,sqft,2.0,2.0,4737 N 21st Ave,Phoenix,85015,AZ,USA,1,"4737 N 21st Ave, Phoenix, AZ, 85015",Match,Exact,"4737 N 21ST AVE, PHOENIX, AZ, 85015","-112.10409575715113,33.50618373577248",128588534.0,R
2939,https://www.zillow.com/homedetails/2363-W-Hazelwood-St-Phoenix-AZ-85015/7767030_zpid/,,170000,5/7/2021,1638.0,sqft,103.79,1034.0,sqft,3.0,3.0,2363 W Hazelwood St,Phoenix,85015,AZ,USA,1,"2363 W Hazelwood St, Phoenix, AZ, 85015",Match,Exact,"2363 W HAZELWOOD ST, PHOENIX, AZ, 85015","-112.109712316257,33.50400178410814",128205060.0,L
2940,https://www.zillow.com/homedetails/4326-N-19th-Dr-Phoenix-AZ-85015/7768871_zpid/,,170000,3/23/2022,977.0,sqft,174.0,2348.0,sqft,2.0,2.0,4326 N 19th Dr,Phoenix,85015,AZ,USA,1,"4326 N 19th Dr, Phoenix, AZ, 85015",Match,Exact,"4326 N 19TH DR, PHOENIX, AZ, 85015","-112.10109668114518,33.49971190867211",128205844.0,L
2941,https://www.zillow.com/homedetails/2625-W-Ocotillo-Rd-UNIT-1-Phoenix-AZ-85017/7772558_zpid/,,170000,11/29/2023,837.0,sqft,203.11,895.0,sqft,2.0,2.0,2625 W Ocotillo Rd UNIT 1,Phoenix,85017,AZ,USA,1,"2625 W Ocotillo Rd UNIT 1, Phoenix, AZ, 85017",Match,Exact,"2625 W OCOTILLO RD, PHOENIX, AZ, 85017","-112.11526456204768,33.53489157761379",128204499.0,L
2942,https://www.zillow.com/homedetails/2609-W-Ocotillo-Rd-UNIT-2-Phoenix-AZ-85017/7772607_zpid/,,170000,11/3/2021,968.0,sqft,175.62,465.0,sqft,2.0,2.0,2609 W Ocotillo Rd UNIT 2,Phoenix,85017,AZ,USA,1,"2609 W Ocotillo Rd UNIT 2, Phoenix, AZ, 85017",Match,Exact,"2609 W OCOTILLO RD, PHOENIX, AZ, 85017","-112.11494436158387,33.53489157759691",128204502.0,L
2943,https://www.zillow.com/homedetails/1828-W-Tuckey-Ln-UNIT-10-Phoenix-AZ-85015/7776787_zpid/,,170000,9/10/2021,1080.0,sqft,157.41,61.0,sqft,2.0,2.0,1828 W Tuckey Ln UNIT 10,Phoenix,85015,AZ,USA,1,"1828 W Tuckey Ln UNIT 10, Phoenix, AZ, 85015",Match,Exact,"1828 W TUCKEY LN, PHOENIX, AZ, 85015","-112.09813446353576,33.5345393989798",128918617.0,R
2944,https://www.zillow.com/homedetails/10227-N-7th-Pl-B-Phoenix-AZ-85020/7787776_zpid/,,170000,4/1/2021,928.0,sqft,183.19,831.0,sqft,2.0,2.0,10227 N 7th Pl #B,Phoenix,85020,AZ,USA,1,"10227 N 7th Pl #B, Phoenix, AZ, 85020",Match,Non_Exact,"10227 N 7TH PL, PHOENIX, AZ, 85020","-112.06381614119886,33.57883316437699",128262185.0,R
2945,https://www.zillow.com/homedetails/19601-N-7th-St-UNIT-2104-Phoenix-AZ-85024/7997035_zpid/,,170000,9/14/2021,859.0,sqft,197.9,496.0,sqft,2.0,1.0,19601 N 7th St UNIT 2104,Phoenix,85024,AZ,USA,1,"19601 N 7th St UNIT 2104, Phoenix, AZ, 85024",Match,Exact,"19601 N 7TH ST, PHOENIX, AZ, 85024","-112.06555312685879,33.66399414884489",128914572.0,R
2946,https://www.zillow.com/homedetails/718-E-Morningside-Dr-Phoenix-AZ-85022/8002259_zpid/,,170000,7/19/2022,688.0,sqft,247.09,892.0,sqft,1.0,1.0,718 E Morningside Dr,Phoenix,85022,AZ,USA,1,"718 E Morningside Dr, Phoenix, AZ, 85022",Match,Exact,"718 E MORNINGSIDE DR, PHOENIX, AZ, 85022","-112.06476524094734,33.64955008302201",642851288.0,L
2947,https://www.zillow.com/homedetails/15402-N-28th-St-UNIT-122-Phoenix-AZ-85032/8007799_zpid/,,170000,9/27/2021,946.0,sqft,179.7,692.0,sqft,2.0,2.0,15402 N 28th St UNIT 122,Phoenix,85032,AZ,USA,1,"15402 N 28th St UNIT 122, Phoenix, AZ, 85032",Match,Exact,"15402 N 28TH ST, PHOENIX, AZ, 85032","-112.02217994738402,33.62640785145766",128321762.0,L
2948,https://www.zillow.com/homedetails/3524-W-Dunlap-Ave-113-Phoenix-AZ-85051/59270908_zpid/,,170000,12/29/2023,1108.0,sqft,153.43,59.0,sqft,2.0,2.0,3524 W Dunlap Ave #113,Phoenix,85051,AZ,USA,1,"3524 W Dunlap Ave #113, Phoenix, AZ, 85051",Match,Exact,"3524 W DUNLAP AVE, PHOENIX, AZ, 85051","-112.13513510967039,33.56758452590708",128917533.0,R
2949,https://www.zillow.com/homedetails/2672-N-43rd-Ave-21D-Phoenix-AZ-85009/67081854_zpid/,,170000,2/12/2024,1106.0,sqft,153.71,272.0,sqft,3.0,2.0,2672 N 43rd Ave #21D,Phoenix,85009,AZ,USA,1,"2672 N 43rd Ave #21D, Phoenix, AZ, 85009",Match,Exact,"2672 N 43RD AVE, PHOENIX, AZ, 85009","-112.15174362596503,33.47760624822598",652595594.0,L
2950,https://www.zillow.com/homedetails/2132-W-Glenrosa-Ave-C80-Phoenix-AZ-85015/2067512204_zpid/,,170000,4/21/2022,960.0,sqft,177.08,492.0,sqft,2.0,2.0,2132 W Glenrosa Ave #C80,Phoenix,85015,AZ,USA,1,"2132 W Glenrosa Ave #C80, Phoenix, AZ, 85015",Match,Exact,"2132 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.10544731446078,33.49870017342096",128588509.0,R
2951,https://www.zillow.com/homedetails/6820-N-35th-Ave-UNIT-E-Phoenix-AZ-85017/2068526174_zpid/,,170000,11/30/2021,728.0,sqft,233.52,865.0,sqft,2.0,1.0,6820 N 35th Ave UNIT E,Phoenix,85017,AZ,USA,1,"6820 N 35th Ave UNIT E, Phoenix, AZ, 85017",Match,Non_Exact,"6820 N 35TH AVE, PHOENIX, AZ, 85017","-112.13438577702965,33.536964067797385",128301845.0,L
2952,https://www.zillow.com/homedetails/2133-W-Turney-Ave-C74-Phoenix-AZ-85015/2069130393_zpid/,,170000,9/16/2021,960.0,sqft,177.08,479.0,sqft,2.0,2.0,2133 W Turney Ave #C74,Phoenix,85015,AZ,USA,1,"2133 W Turney Ave #C74, Phoenix, AZ, 85015",Match,Exact,"2133 W TURNEY AVE, PHOENIX, AZ, 85015","-112.10475512581593,33.500403581755734",128316984.0,L
2953,https://www.zillow.com/homedetails/2132-W-Glenrosa-Ave-B83-Phoenix-AZ-85015/2069264527_zpid/,,170000,8/29/2022,960.0,sqft,177.08,501.0,sqft,2.0,2.0,2132 W Glenrosa Ave #B83,Phoenix,85015,AZ,USA,1,"2132 W Glenrosa Ave #B83, Phoenix, AZ, 85015",Match,Exact,"2132 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.10544731446078,33.49870017342096",128588509.0,R
2954,https://www.zillow.com/homedetails/1111-E-Turney-Ave-UNIT-3-Phoenix-AZ-85014/2133105951_zpid/,,170000,12/15/2021,784.0,sqft,216.84,827.0,sqft,1.0,1.0,1111 E Turney Ave UNIT 3,Phoenix,85014,AZ,USA,1,"1111 E Turney Ave UNIT 3, Phoenix, AZ, 85014",Match,Exact,"1111 E TURNEY AVE, PHOENIX, AZ, 85014","-112.05779410717258,33.49990431822158",128208746.0,R
